"","Gene","N.sums","MF.score","MF.rank","MF.nfold.min"
"Cacnb2","12296",15,1.10373703500779e-06,12538,13280
"Cacnb3","12297",22,2.1948556820344e-06,14776,14198
"Cacnb4","12298",13,9.03856096860604e-07,11833,12996
"Cacng1","12299",7,4.45127115314099e-07,9207,10528
"Cacng2","12300",5,2.98000800416146e-07,7629,8144.5
"Cacybp","12301",1,1.34210324435207e-08,946,1879
"Pdia4","12304",9,1.51232979262639e-06,13653,11479
"Ddr1","12305",26,2.06228257216046e-06,14605,15028
"Anxa2","12306",33,3.14621270874385e-06,15624,16263
"Calb1","12307",26,6.85260535664721e-06,16851,16866
"Calb2","12308",16,1.53160694339567e-06,13700,14725.5
"S100g","12309",17,2.42171573961137e-06,15029,15359
"Calca","12310",19,2.55422757003271e-06,15167,15955.5
"Calcr","12311",12,3.32410231976247e-06,15740,16396
"Calm1","12313",16,1.72854331308302e-06,14079,12780
"Calm2","12314",8,5.44144291300458e-07,9985,10689
"Calm3","12315",10,4.90953302799019e-07,9584,9743.5
"Aspm","12316",41,6.5509507505053e-06,16808,17183
"Calr","12317",6,2.65973500397249e-07,7157,8057
"Car8","12319",35,8.48680810984707e-06,17035,17222.5
"Calu","12321",4,9.60489259780215e-08,3965,4625
"Camk2a","12322",21,2.4789220933393e-06,15086,15705.5
"Camk2b","12323",13,1.95646261479252e-06,14450,14858.5
"Camk2g","12325",16,7.52218606958349e-07,11160,12144
"Camk4","12326",23,1.98903455046583e-06,14493,15083.5
"Caml","12328",2,5.84421270774114e-08,2812.5,2794.5
"Canx","12330",14,1.55145973724013e-06,13742,13699
"Cap1","12331",32,1.72142726491921e-05,17378,17514.5
"Capg","12332",26,1.08164685844442e-05,17190,17018
"Capn1","12333",8,3.69380673445641e-07,8481,9848.5
"Capn2","12334",14,9.76238933511055e-07,12109,13489
"Capn3","12335",16,7.17150190182655e-06,16900,16948.5
"Capns1","12336",2,5.98101456237718e-08,2893.5,2395.5
"Capn5","12337",10,4.26924445287534e-07,9033,10465
"Capn6","12338",16,1.30114458855203e-06,13089,14251.5
"Capn7","12339",6,2.13356739798998e-07,6362,7455
"Capza1","12340",3,1.89430098286928e-07,5961,5196
"Capza2","12343",4,1.45971491076019e-07,5128,4663
"Capza3","12344",2,1.01508271233977e-07,4101,3270
"Capzb","12345",11,1.81546582279688e-06,14230,13190.5
"Car1","12346",19,1.93163759816052e-06,14403,15236.5
"Car11","12348",6,1.97913409445013e-07,6106,6448.5
"Car2","12349",54,5.4676745465056e-06,16568,17096
"Car3","12350",58,1.44990687243496e-05,17332,17498
"Car4","12351",40,6.98112429700978e-06,16872,17135
"Car5a","12352",9,7.37113172823748e-07,11103,10980
"Car6","12353",9,3.07524232127126e-06,15580,15714
"Car7","12354",17,1.69520491361911e-06,14013,15049.5
"Nr1i3","12355",6,2.22046504194794e-07,6507,7153
"Cat","12359",18,8.80970566377836e-07,11739,12981.5
"Cask","12361",14,9.77247302102457e-07,12113,11728.5
"Casp1","12362",25,4.9055967495998e-06,16431,16304
"Casp4","12363",36,9.57251228401865e-06,17116,17318.5
"Casp12","12364",20,1.02133754930362e-06,12285,13822
"Casp14","12365",5,2.76118472726841e-07,7304,8025
"Casp2","12366",9,3.33381921198954e-07,8068,9590.5
"Casp3","12367",24,1.43091036318914e-06,13444,14326
"Casp6","12368",13,1.14046994476296e-06,12653,10973
"Casp7","12369",13,1.12363869508649e-06,12602,11745.5
"Casp8","12370",7,5.22654492805815e-07,9823,9739
"Casp9","12371",7,8.00836110962227e-07,11392,11525.5
"Casq1","12372",17,1.70184330650134e-06,14030,14476
"Casq2","12373",16,1.38308219111501e-06,13309,13887
"Casr","12374",4,8.41298885460277e-08,3634.5,4849.5
"Cast","12380",11,6.49451284992251e-07,10667,11555
"Ctnna1","12385",8,7.26879753681339e-07,11054,11957
"Ctnna2","12386",6,1.84068990656375e-07,5863.5,7074.5
"Ctnnb1","12387",7,3.23366902273237e-07,7964,9070
"Ctnnd1","12388",6,2.451837155229e-07,6875,8460
"Cav1","12389",35,3.5418726500561e-06,15864,16314.5
"Cav2","12390",27,1.41388663224155e-06,13391,14817
"Cav3","12391",8,3.63770214216696e-07,8429,9617.5
"Runx2","12393",39,6.01023196564768e-06,16695,17064.5
"Runx1","12394",23,2.1558107318854e-06,14732,15012.5
"Runx1t1","12395",34,2.24472395325051e-06,14824,15929
"Cbfa2t2","12396",3,8.55060952950913e-08,3679,4182
"Cbfa2t3","12398",15,1.14778000195763e-06,12678,13313
"Runx3","12399",21,1.47787623625805e-06,13572,14395
"Cbfb","12400",7,2.71690832091199e-07,7243,8865.5
"Serpina6","12401",11,2.72863099665733e-06,15323,15605
"Cbl","12402",16,3.88758048228341e-06,16047,13095.5
"Cbln1","12404",29,5.53966245129696e-06,16588,17059
"Cbln2","12405",10,2.04615678944532e-06,14574,14900
"Serpinh1","12406",29,4.65586873425352e-06,16344,16571
"Cbr1","12408",4,3.93588053976381e-07,8733,9003
"Cbr2","12409",25,6.90264048143264e-06,16863,16034
"Cbs","12411",11,3.5337510594743e-07,8301,10042
"Cbx1","12412",1,1.34210324435207e-08,946,1879
"Cbx2","12416",7,3.2473256266113e-07,7985,9128.5
"Cbx3","12417",2,1.75586262596524e-07,5695,2380
"Cbx4","12418",9,5.05943775671113e-07,9697,9712.5
"Cbx5","12419",14,1.11586487143297e-06,12578,11475.5
"Rb1cc1","12421",7,5.88304571073174e-06,16672,16434.5
"Cck","12424",26,6.19193326472348e-05,17560,17111.5
"Cckar","12425",10,1.37361239761625e-06,13287,14315
"Cckbr","12426",16,7.51485222242284e-06,16940,16182
"Ccna1","12427",4,9.89759197045135e-08,4027,4722
"Ccna2","12428",45,7.29414101073462e-06,16917,17271.5
"Ccnb2","12442",46,7.05807344945853e-06,16885,17277
"Ccnd1","12443",41,6.18135465517854e-06,16725,17070
"Ccnd2","12444",43,3.00019842718199e-06,15522,16368.5
"Ccnd3","12445",9,3.45610231206966e-07,8223,9477.5
"Ccne1","12447",13,1.65464212831646e-06,13935,13071
"Ccne2","12448",31,5.46615595387736e-06,16566,17019.5
"Ccnf","12449",27,2.13467721697204e-06,14705,15596
"Ccng1","12450",15,8.83167576519863e-07,11748,12843.5
"Ccng2","12452",22,2.16687112499488e-06,14748,14928.5
"Ccni","12453",9,6.2285563199023e-07,10496,11204
"Ccnk","12454",4,7.97889353977119e-08,3523.5,4639.5
"Ccnt1","12455",2,6.28032217495508e-08,2994.5,2261.5
"Ccrn4l","12457",19,3.18420711182781e-06,15654,16165
"Ccr6","12458",12,1.1200817670417e-06,12590,13731
"Ccs","12460",6,1.34236472568542e-07,4902,6452
"Cct2","12461",3,9.18781088748629e-08,3833.5,4844.5
"Cct3","12462",6,2.56682320125336e-07,7036,8700.5
"Cct4","12464",4,3.2320586975718e-07,7959.5,8031.5
"Cct5","12465",3,1.8730993319322e-07,5920,5088
"Cct6a","12466",6,3.6524659373827e-07,8448,8799.5
"Cct6b","12467",2,3.14556650699385e-08,1897,3033
"Cct7","12468",2,4.68570142409722e-08,2411,2239.5
"Cct8","12469",4,2.0665873964245e-07,6248,6732
"Cd14","12475",46,8.55804180375798e-06,17040,17354.5
"Cd151","12476",11,5.24038699280386e-07,9829,11279.5
"Ctla4","12477",12,5.30923259658297e-06,16532,16901.5
"Cd19","12478",12,3.76402861859932e-06,15984,15751
"Cd1d1","12479",27,2.13931942079872e-06,14711,15591
"Cd1d2","12480",3,7.51028222015023e-08,3376,3720.5
"Cd2","12481",15,4.94233792161505e-06,16438,16577.5
"Ms4a1","12482",23,1.18043991871916e-05,17250,17295.5
"Cd22","12483",16,1.79838819348659e-06,14202,15111.5
"Cd24a","12484",48,1.19948998499577e-05,17260,17398
"Cd28","12487",24,3.00378711190318e-06,15525,16237
"Cd2ap","12488",15,7.83159912249253e-07,11309,12937
"Cd33","12489",8,1.27424893674338e-06,13027,13694
"Cd34","12490",39,3.19617831047426e-06,15660,16412
"Cd36","12491",49,1.29873718312775e-05,17294,17387.5
"Scarb2","12492",17,7.86755025776754e-07,11326,12940
"Cd37","12493",11,2.46237551642758e-06,15070,12319
"Cd38","12494",39,4.40016743311191e-06,16256,16826
"Entpd1","12495",16,8.55539994255132e-07,11630,13103.5
"Entpd2","12496",12,6.41468762756699e-07,10621,11627
"Entpd6","12497",0,0,335.5,335.5
"Entpd5","12499",13,6.23096358775705e-07,10499,11194.5
"Cd3d","12500",17,3.60077430402366e-06,15903,16430.5
"Cd3e","12501",13,1.74116756736741e-06,14101,13709.5
"Cd3g","12502",23,3.55162052096991e-06,15869,16399
"Cd247","12503",19,1.5408720440633e-06,13721,14586
"Cd4","12504",14,4.02373564208666e-06,16105,16392
"Cd44","12505",44,1.47410039683305e-05,17342,17357.5
"Cd48","12506",30,3.29466508013171e-06,15721,16210
"Cd5","12507",15,2.14236125733818e-06,14717,15471
"Cd53","12508",31,4.79050213848697e-06,16393,16828.5
"Cd6","12511",11,1.0518608175643e-06,12382,13046
"Cd68","12514",38,1.75351782736452e-05,17386,17500
"Cd69","12515",27,4.76702885825471e-06,16384,16854.5
"Cd7","12516",14,1.75674055897211e-06,14135,15012.5
"Cd72","12517",20,3.32568708435076e-06,15741,16229.5
"Cd79a","12518",12,8.3339069309212e-06,17018,16629
"Cd80","12519",9,5.3621093745621e-07,9924,10381
"Cd81","12520",13,3.29176456107095e-06,15719,15815
"Cd82","12521",18,1.50013617936977e-06,13621,14123
"Cd83","12522",43,8.19933017076803e-06,17002,17338
"Cd84","12523",1,2.17092943133372e-07,6417,866
"Cd86","12524",26,4.38223241562336e-06,16247,16761
"Cd8a","12525",25,6.42027750598677e-06,16783,17118
"Cd8b1","12526",13,5.39799829168443e-06,16553,16919
"Cd9","12527",28,2.1731245165534e-06,14754,15712
"Cdc25a","12530",6,2.15200277845264e-07,6394,8029
"Cdc25b","12531",21,1.36891158037205e-06,13273,14481.5
"Cdc25c","12532",24,1.94735137205223e-06,14433,15320.5
"Cdk1","12534",42,6.89388756222771e-06,16860,17233
"Cdk11b","12537",2,1.35727387848667e-07,4930,2190.5
"Cdc37","12539",4,9.15651295448643e-08,3819,4717.5
"Cdc42","12540",12,4.80447349715946e-07,9491,10986
"Cdc45","12544",15,1.33755659835227e-06,13200,13972
"Cdc7","12545",21,1.39257431444112e-06,13335,14438.5
"Arhgap31","12549",19,1.04241100210252e-06,12350,13531
"Cdh1","12550",32,4.24018521089291e-06,16184,16648
"Cdh11","12552",32,4.88836303709406e-06,16425,16633.5
"Cdh13","12554",15,7.923714083365e-07,11359,12645.5
"Cdh15","12555",9,2.05222734624002e-06,14584,14100.5
"Cdh16","12556",3,1.21810256068457e-07,4620,5527
"Cdh17","12557",14,1.74201963959951e-06,14105,14051
"Cdh2","12558",22,1.76593765743034e-06,14150,15254
"Cdh3","12560",4,1.96575602946459e-07,6087,6346.5
"Cdh4","12561",10,1.95941778391298e-06,14456,13986
"Cdh5","12562",19,3.63056183045051e-06,15921,15893.5
"Cdh6","12563",4,1.16270215976412e-07,4494,5341.5
"Cdh8","12564",11,1.18705900656349e-06,12791,13893.5
"Cdh9","12565",8,1.34198498710883e-06,13207,12813.5
"Cdk2","12566",8,3.27657790377002e-07,8013,9692
"Cdk4","12567",15,7.68026990258967e-07,11223,12571
"Cdk5","12568",1,1.34210324435207e-08,946,1879
"Cdk5r1","12569",18,1.37589204321005e-06,13292,14202
"Cdk5r2","12570",10,3.39943290300822e-07,8153,9879
"Cdk6","12571",4,5.21459653805682e-07,9813,7543.5
"Cdk7","12572",4,1.0523038511707e-07,4196,5291
"Cdkn1a","12575",46,1.27880091508379e-05,17289,17432.5
"Cdkn1b","12576",14,3.31880021738247e-06,15737,16106
"Cdkn1c","12577",30,2.00604221214636e-06,14515,15592
"Cdkn2a","12578",17,1.77496481142772e-06,14164,15106
"Cdkn2b","12579",21,2.92814944833798e-06,15471,15790
"Cdkn2c","12580",21,3.58896468995273e-06,15891,15752
"Cdkn2d","12581",14,6.99968075906555e-07,10924,12515
"Cdo1","12583",34,3.23050777446809e-06,15683,16247
"Cdr2","12585",24,1.87269793782131e-06,14314,14706.5
"Mia","12587",10,1.36559245249398e-06,13261,13481.5
"Ift81","12589",13,3.74613988510667e-07,8531,10384.5
"Cdx1","12590",3,1.24469257164212e-07,4671,5571
"Cdx2","12591",8,8.08308991860999e-07,11416,11691
"Cdx4","12592",2,2.55662639377444e-07,7018.5,2261.5
"Cdyl","12593",8,3.33661962814466e-07,8073,9282
"Cebpa","12606",31,2.19260986874513e-06,14770,15419
"Cebpz","12607",4,3.42194700407033e-07,8188,8306
"Cebpb","12608",26,7.40599792805775e-06,16934,16862
"Cebpd","12609",35,1.34092997221956e-05,17306,17451
"Cebpg","12611",4,1.12751538301339e-07,4393,5286
"Cel","12613",8,9.11186365334119e-07,11855,10778
"Celsr1","12614",19,2.03338879100437e-06,14557,14962.5
"Cenpa","12615",36,4.57691288984721e-06,16320,16879
"Cenpb","12616",4,1.2415210432193e-07,4664,5614
"Cenpc1","12617",1,4.9419054307093e-08,2511,996
"Cer1","12622",4,1.71989693677371e-06,14060,11603.5
"Ces1g","12623",17,3.21805633332107e-05,17513,17545
"Cetn3","12626",3,1.11426130837007e-07,4353,5269
"Cfc1","12627",1,1.26708987468481e-06,13004,693.5
"Cfh","12628",28,4.04377364973521e-06,16112,15958
"Cfi","12630",15,7.68887616116554e-07,11230,12426.5
"Cfl1","12631",9,3.08831227197339e-07,7764,9449
"Cfl2","12632",8,2.90241997585838e-07,7533,8504
"Cflar","12633",21,2.51196221043565e-06,15120,15993.5
"Cftr","12638",13,2.78400418190973e-06,15368,13501.5
"Cga","12640",5,1.74567385262972e-06,14110,14550
"Ch25h","12642",27,5.6418491772181e-06,16616,17056.5
"Chad","12643",11,4.89379584855954e-06,16427,14921.5
"Chd1","12648",10,3.76991204104687e-07,8557,10340
"Chek1","12649",33,4.19573861762566e-06,16166,16672.5
"Chga","12652",11,7.27863509958232e-07,11068,11988.5
"Chgb","12653",19,1.45885935806039e-06,13517,14325
"Chil1","12654",32,1.06352623216159e-05,17181,17367.5
"Chil3","12655",35,1.34348507591933e-05,17307,17474.5
"Ovgp1","12659",7,6.07392891935382e-07,10404,8694.5
"Chka","12660",13,1.11389293811538e-05,17209,17078.5
"Chl1","12661",27,1.62943267665357e-05,17364,17430
"Chm","12662",6,2.44490782704907e-07,6861,8130.5
"Chml","12663",11,4.02582975774251e-07,8817,10627.5
"Chrd","12667",5,3.31152287216171e-07,8050,8409.5
"Chrm1","12669",7,7.00620409781219e-07,10930,10676.5
"Chrm3","12671",3,4.51194743293398e-07,9257.5,6695
"Chrm4","12672",1,3.07810412179689e-08,1828,1184
"Chuk","12675",14,6.07463724382716e-07,10405,11967
"Vsx2","12677",2,2.94282492652103e-08,1699,2904
"Cidea","12683",22,1.11383586121632e-05,17208,17173.5
"Cideb","12684",11,7.72197202124014e-07,11244,10843
"Elovl3","12686",14,1.26778561757062e-05,17286,17311
"Inadl","12695",26,3.09033817190337e-06,15589,16125
"Cirbp","12696",6,1.30953758315524e-06,13119,9182.5
"Cish","12700",20,5.97910946453604e-05,17552,16528
"Socs3","12702",61,2.87868559537497e-05,17494,17559
"Socs1","12703",8,3.20472990528068e-06,15667,15790
"Cit","12704",10,7.0823360971941e-07,10976,10452.5
"Cited1","12705",19,8.67613039293863e-06,17050,17093
"Ckb","12709",25,2.02467457259726e-06,14542,15269.5
"Ckm","12715",12,1.47670667970221e-06,13564,14015.5
"Ckmt1","12716",23,2.77147138909499e-06,15356,16087
"Coro1a","12721",31,3.22423719696796e-06,15680,15832
"Clca3a1","12722",29,6.36178317366456e-06,16774,16647
"Clcn2","12724",8,7.69682975283355e-07,11235,12046
"Clcn3","12725",12,5.28282300003361e-07,9862,11437
"Clcn4-2","12727",3,6.99753069233696e-08,3219,3697
"Clcn5","12728",5,7.94738659674565e-07,11372,8022
"Clns1a","12729",8,7.35847313051356e-07,11097,12025
"Clcnka","12733",4,3.21598546542169e-07,7940,7602
"Cldn1","12737",28,3.15673343833576e-06,15634,16139.5
"Cldn2","12738",23,4.03323124949772e-06,16106,16656
"Cldn3","12739",22,2.25886212718995e-06,14844,15626
"Cldn4","12740",16,1.86405293797128e-06,14297,15185.5
"Cldn5","12741",21,1.93661085155726e-06,14411,14861
"Clgn","12745",8,1.6171941015939e-06,13868,13528
"Clk1","12747",7,3.34700136824168e-07,8089,8877
"Clk2","12748",1,1.34210324435207e-08,946,1879
"Clk4","12750",8,2.99582554199085e-07,7655,9137
"Tpp1","12751",8,5.06211930925624e-07,9703,10366.5
"Cln3","12752",7,4.06696264013114e-07,8864,9930
"Clock","12753",5,3.59381560428095e-07,8367,7356
"Clta","12757",1,4.50210946338907e-08,2319,1246
"Clu","12759",43,1.48158624357286e-05,17345,17486
"Cmah","12763",25,2.06382725693242e-06,14607,15513
"Cmas","12764",4,1.35113091827823e-07,4916,5224
"Cxcr2","12765",8,4.58875846588934e-06,16322,15880
"Cxcr3","12766",9,1.3345226391654e-06,13189,13979.5
"Cxcr4","12767",37,4.39883272717156e-06,16254,16783
"Ccr1","12768",29,3.67506652583242e-06,15941,16607
"Ccr9","12769",22,9.79927863494142e-06,17134,16929.5
"Ccr1l1","12770",0,0,335.5,335.5
"Ccr3","12771",5,8.0479677469405e-07,11404,12354.5
"Ccr2","12772",33,5.66813227458663e-06,16621,16858.5
"Ccr4","12773",5,7.8513715384688e-07,11318,11540
"Ccr5","12774",28,1.12851101327195e-05,17220,16946.5
"Ccr7","12775",15,1.94179215974459e-06,14423,14781
"Ccr8","12776",4,2.43224670007419e-06,15038,14408.5
"Ccr10","12777",3,4.56774010998627e-07,9308,9339
"Ackr3","12778",29,8.14377451036941e-06,16990,17034
"Abcc2","12780",15,2.86266062632653e-06,15424,13772
"Cnbp","12785",2,6.28400867506136e-08,3007.5,2488.5
"Cnga1","12788",9,1.20029348771581e-06,12836,12263
"Cnga2","12789",1,1.70054226211437e-08,1312,1284
"Cnih1","12793",3,1.31197632599938e-07,4825.5,3902.5
"Cnih2","12794",6,1.68641300759481e-07,5554,6508
"Plk3","12795",14,2.6765318805094e-06,15279,14113
"Camp","12796",23,1.32299755515861e-05,17301,17308
"Cnn1","12797",17,2.82265062703848e-06,15395,15736
"Cnn2","12798",24,2.00231642786776e-06,14514,14995
"Cnp","12799",17,2.24703563557283e-06,14827,14345
"Cnr1","12801",21,3.43224044426042e-06,15806,16040.5
"Cnr2","12802",16,1.35628870359351e-06,13239,14327
"Cntfr","12804",3,2.29901261480219e-07,6619,6088
"Cntn1","12805",21,3.53882615500613e-06,15862,15790
"Hps3","12807",4,6.90331127297675e-08,3193.5,4686.5
"Cobl","12808",30,3.82198163865613e-06,16014,16602
"Coch","12810",18,2.34318975561261e-06,14935,15415
"Coil","12812",2,3.14556650699385e-08,1897,3033
"Col10a1","12813",5,2.13551748466392e-07,6371,7698
"Col11a1","12814",28,8.18509389290429e-06,16997,16279
"Col11a2","12815",5,1.58888034697709e-06,13807,11388.5
"Col12a1","12816",21,1.72706477073281e-06,14076,15131.5
"Col13a1","12817",11,5.71349273657274e-07,10159,11019
"Col14a1","12818",23,1.9497299080669e-06,14435,14058
"Col15a1","12819",14,9.81032526594328e-07,12131,13205
"Col17a1","12821",11,1.01272723081508e-06,12255,11926
"Col18a1","12822",26,1.91676763123885e-06,14379,15566
"Col19a1","12823",20,2.60430946480421e-06,15204,15647
"Col2a1","12824",15,2.89768863484397e-06,15443,15577
"Col3a1","12825",40,1.7700226801303e-05,17391,17511
"Col4a1","12826",30,2.93318071027383e-06,15473,16226.5
"Col4a2","12827",26,3.99460773225033e-06,16095,16550
"Col4a3","12828",7,4.45884189238846e-06,16282,11100.5
"Col4a4","12829",11,5.82216249620283e-07,10237,11662
"Col4a5","12830",28,2.52221687400214e-06,15135,15917
"Col5a1","12831",29,4.44680872862079e-06,16278,16609
"Col5a2","12832",37,5.1001922884261e-06,16478,16926
"Col6a1","12833",27,2.19438098703792e-06,14775,15258
"Col6a2","12834",24,2.12801418373218e-06,14697,14405
"Col6a3","12835",28,3.30852490364745e-06,15730,16141.5
"Col7a1","12836",4,1.9562266401809e-06,14448,13408.5
"Col8a1","12837",27,1.23562806931821e-05,17274,17236
"Col9a1","12839",17,2.1807933787798e-06,14758,15568
"Col9a2","12840",8,3.20954409088672e-07,7932,9309
"Col9a3","12841",11,1.2757490112316e-06,13035,12938.5
"Col1a1","12842",29,3.76544631678258e-06,15986,16601
"Col1a2","12843",41,1.76892035972776e-05,17390,17489
"Comp","12845",16,2.35884122029181e-06,14955,15336.5
"Comt","12846",9,3.16783547465212e-07,7885,8506.5
"Copa","12847",5,1.69666510993099e-06,14020,12913
"Cops2","12848",3,1.57320549008709e-07,5340,5146
"Coq7","12850",6,2.9202144525231e-07,7555,8508
"Cort","12854",0,0,335.5,335.5
"Cox17","12856",3,1.15689724424375e-07,4460,5099
"Cox4i1","12857",1,2.55162472663168e-08,1629,1052
"Cox5a","12858",2,3.04264550646644e-08,1795,2723
"Cox5b","12859",4,1.09244283249767e-07,4303,4895
"Cox6a1","12861",8,2.52965411264058e-07,6973,8611
"Cox6a2","12862",15,1.30666572107327e-06,13107,13636
"Cox6c","12864",3,1.73267142317249e-07,5643.5,5573
"Cox7a1","12865",20,1.52018056127969e-06,13672,14418
"Cox7a2","12866",4,1.28215302373444e-07,4750,5590
"Cox8a","12868",6,1.8307348596809e-07,5843,7320
"Cox8b","12869",18,2.05930238089066e-06,14600,15324
"Cp","12870",38,6.89073396766462e-06,16859,17125
"Cpa3","12873",20,3.34208907772552e-06,15750,16286
"Cpd","12874",22,1.95264189325456e-06,14441,15033
"Cpe","12876",27,1.96109816982826e-06,14459,15366
"Cpeb1","12877",23,2.90494556665862e-06,15453,15844
"Cys1","12879",7,2.77681371740408e-07,7335,9025.5
"Cplx1","12889",14,1.42259665635622e-06,13414,13413.5
"Cplx2","12890",16,1.50631013318394e-06,13637,13941
"Cpne6","12891",9,8.05753278751918e-07,11408,11633
"Cpox","12892",14,9.2950355539364e-07,11937,12136
"Cpt1a","12894",20,1.15870758119417e-06,12718,13356
"Cpt2","12896",12,5.51703968625971e-07,10043,10761.5
"Cr2","12902",7,8.29195262862627e-07,11518,11683
"Crabp1","12903",39,8.00859601138383e-06,16982,17251.5
"Crabp2","12904",27,7.78367979459741e-06,16959,17240
"Cradd","12905",1,1.34210324435207e-08,946,1879
"Crat","12908",10,3.88749576704539e-07,8686,10226
"Crcp","12909",2,5.84421270774114e-08,2812.5,2794.5
"Creb1","12912",6,3.41962185909844e-07,8186,7664
"Creb3","12913",2,2.94282492652103e-08,1699,2904
"Crebbp","12914",19,6.45814055402422e-06,16791,16694
"Atf6b","12915",2,3.04264550646644e-08,1795,2723
"Crem","12916",22,3.21681093151081e-06,15675,16260.5
"Crh","12918",18,3.26797116898952e-05,17514,17547
"Crhbp","12919",11,8.18027459325518e-07,11465,12773.5
"Crhr1","12921",7,4.45793172385884e-07,9210,10147
"Crhr2","12922",8,6.70760358133881e-07,10776,11428
"Crip1","12925",18,1.43212071852586e-06,13448,14357
"Bcar1","12927",4,2.35100716924882e-07,6702,5771.5
"Crk","12928",4,1.23390627833746e-07,4647.5,4639.5
"Crkl","12929",8,1.42196952071754e-06,13412,11199
"Crlf1","12931",21,4.81810082074474e-06,16405,16781.5
"Crmp1","12933",15,2.66854332693133e-06,15267,13306
"Dpysl2","12934",13,6.81028426334001e-07,10829,11954
"Pcdha11","12942",0,0,335.5,335.5
"Pcdha10","12943",1,1.13980039359587e-07,4418,943
"Crp","12944",12,4.44764533756947e-07,9203,10602
"Dmbt1","12945",15,1.22900413316495e-05,17272,16943
"Cr1l","12946",7,1.8136261392168e-07,5804,7422.5
