Samples,cluster_label,subclass_label,class_label,cluster_color,size,gene.counts,broad_class
SM-GE66O_S155_E1-50,L5_IT_S100b_1,L5_IT,Glutamatergic,#5DDB65,135,7486,EXCIT
SM-GE66O_S156_E1-50,L6_CT,L6_CT,Glutamatergic,#197a6e,1288,5833,EXCIT
SM-GE66O_S157_E1-50,L6_IT_Sulf_1,L6_IT,Glutamatergic,#40bc3c,199,6714,EXCIT
SM-GE66O_S158_E1-50,L2.3_IT,L2.3_IT,Glutamatergic,#81B389,708,6352,EXCIT
SM-GE66O_S160_E1-50,L2.3_IT,L2.3_IT,Glutamatergic,#81B389,708,6352,EXCIT
SM-GE66O_S162_E1-50,L2.3_IT,L2.3_IT,Glutamatergic,#81B389,708,6352,EXCIT
SM-GE66O_S163_E1-50,L5_IT_S100b_2,L5_IT,Glutamatergic,#00CF1E,407,7204,EXCIT
SM-GE66O_S164_E1-50,L2.3_IT,L2.3_IT,Glutamatergic,#81B389,708,6352,EXCIT
SM-GE66O_S167_E1-50,L2.3_IT,L2.3_IT,Glutamatergic,#81B389,708,6352,EXCIT
SM-GE66O_S168_E1-50,L5_IT_Rspo1_2,L5_IT,Glutamatergic,#3CBC45,172,6333,EXCIT
SM-GE66O_S169_E1-50,L5_IT_Rspo1_1,L5_IT,Glutamatergic,#3CBC78,441,5674,EXCIT
SM-GE66O_S170_E1-50,L5_IT_S100b_1,L5_IT,Glutamatergic,#5DDB65,135,7486,EXCIT
SM-GE66O_S171_E1-50,L2.3_IT,L2.3_IT,Glutamatergic,#81B389,708,6352,EXCIT
SM-GE66O_S172_E1-50,Pvalb_Reln,Pvalb,GABAergic,#BC2C51,181,6381,MGE
SM-GE66O_S173_E1-50,L5_IT_S100b_1,L5_IT,Glutamatergic,#5DDB65,135,7486,EXCIT
SM-GE66O_S174_E1-50,L5_IT_S100b_2,L5_IT,Glutamatergic,#00CF1E,407,7204,EXCIT
SM-GE66O_S175_E1-50,L5_IT_S100b_2,L5_IT,Glutamatergic,#00CF1E,407,7204,EXCIT
SM-GE66O_S176_E1-50,L5_IT_Rspo1_2,L5_IT,Glutamatergic,#3CBC45,172,6333,EXCIT
SM-GE66O_S177_E1-50,Vip_Serpinf1,Vip,GABAergic,#A720FF,37,5530,CGE
SM-GE66O_S178_E1-50,L5_NP_Slc17a8,L5.6_NP,Glutamatergic,#3c78bc,104,5651,EXCIT
SM-GE66O_S179_E1-50,L5_IT_S100b_2,L5_IT,Glutamatergic,#00CF1E,407,7204,EXCIT
SM-GE66O_S181_E1-50,L6_CT,L6_CT,Glutamatergic,#197a6e,1288,5833,EXCIT
SM-GE66O_S182_E1-50,L6_IT_Sulf_2,L6_IT,Glutamatergic,#3cbc92,219,6129,EXCIT
SM-GE66O_S183_E1-50,Pvalb_Gpr149,Pvalb,GABAergic,#E62A5D,59,6365,MGE
SM-GE66O_S184_E1-50,L6_IT_Sulf_2,L6_IT,Glutamatergic,#3cbc92,219,6129,EXCIT
SM-GE66O_S185_E1-50,L6_CT,L6_CT,Glutamatergic,#197a6e,1288,5833,EXCIT
SM-GE66O_S186_E1-50,L6_IT_Sulf_1,L6_IT,Glutamatergic,#40bc3c,199,6714,EXCIT
SM-GE66O_S187_E1-50,L6_CT,L6_CT,Glutamatergic,#197a6e,1288,5833,EXCIT
SM-GE66O_S188_E1-50,L5_IT_S100b_2,L5_IT,Glutamatergic,#00CF1E,407,7204,EXCIT
SM-GE66O_S189_E1-50,L5_IT_S100b_1,L5_IT,Glutamatergic,#5DDB65,135,7486,EXCIT
SM-GE66O_S190_E1-50,L6_CT,L6_CT,Glutamatergic,#197a6e,1288,5833,EXCIT
SM-GE66O_S191_E1-50,L5_IT_S100b_2,L5_IT,Glutamatergic,#00CF1E,407,7204,EXCIT
SM-GE66O_S192_E1-50,L5_PT_3,L5_PT,Glutamatergic,#53A367,95,8029,EXCIT
SM-GE66P_S001_E1-50,Sst_Etv1_1,Sst,GABAergic,#BF880D,149,5870,MGE
SM-GE66P_S002_E1-50,Pvalb_Il1rapl2,Pvalb,GABAergic,#BC2C41,163,5938,MGE
SM-GE66P_S004_E1-50,Pvalb_Il1rapl2,Pvalb,GABAergic,#BC2C41,163,5938,MGE
SM-GE66P_S005_E1-50,Pvalb_Reln,Pvalb,GABAergic,#BC2C51,181,6381,MGE
SM-GE66P_S006_E1-50,Vip_Rspo4,Vip,GABAergic,#FF00FF,101,4724,CGE
SM-GE66P_S007_E1-50,Pvalb_Il1rapl2,Pvalb,GABAergic,#BC2C41,163,5938,MGE
SM-GE66P_S008_E1-50,Sst_Etv1_1,Sst,GABAergic,#BF880D,149,5870,MGE
SM-GE66P_S017_E1-50,Lamp5_Egln3_2,Lamp5,GABAergic,#E69B73,87,5074,CGE
SM-GE66P_S018_E1-50,Sst_Etv1_2,Sst,GABAergic,#804811,53,5933,MGE
SM-GE66P_S019_E1-50,Lamp5_Egln3_2,Lamp5,GABAergic,#E69B73,87,5074,CGE
SM-GE66P_S020_E1-50,Lamp5_Slc35d3,Lamp5,GABAergic,#FFA388,250,5430,CGE
SM-GE66P_S021_E1-50,L5_PT_1,L5_PT,Glutamatergic,#53A367,86,7950,EXCIT
SM-GE66P_S022_E1-50,Lamp5_Lhx6,Lamp5,GABAergic,#C77963,28,5468,CGE
SM-GE66P_S023_E1-50,Pvalb_Vipr2,Pvalb,GABAergic,#FF197F,27,5228,MGE
SM-GE66P_S024_E1-50,Sst_Etv1_2,Sst,GABAergic,#804811,53,5933,MGE
SM-GE66P_S025_E1-50,Lamp5_Slc35d3,Lamp5,GABAergic,#FFA388,250,5430,CGE
SM-GE66P_S026_E1-50,Lamp5_Slc35d3,Lamp5,GABAergic,#FFA388,250,5430,CGE
SM-GE66P_S027_E1-50,L5_IT_Rspo1_1,L5_IT,Glutamatergic,#3CBC78,441,5674,EXCIT
SM-GE66P_S028_E1-50,Vip_Crispld2,Vip,GABAergic,#992E81,98,4519,CGE
SM-GE66P_S029_E1-50,Sst_Etv1_1,Sst,GABAergic,#BF880D,149,5870,MGE
SM-GE66P_S030_E1-50,Vip_Rspo4,Vip,GABAergic,#FF00FF,101,4724,CGE
SM-GE66P_S032_E1-50,Vip_Rspo4,Vip,GABAergic,#FF00FF,101,4724,CGE
SM-GE66P_S033_E1-50,L2.3_IT,L2.3_IT,Glutamatergic,#81B389,708,6352,EXCIT
SM-GE66P_S034_E1-50,L5_IT_S100b_2,L5_IT,Glutamatergic,#00CF1E,407,7204,EXCIT
SM-GE66P_S035_E1-50,L2.3_IT,L2.3_IT,Glutamatergic,#81B389,708,6352,EXCIT
SM-GE66P_S036_E1-50,L5_IT_S100b_2,L5_IT,Glutamatergic,#00CF1E,407,7204,EXCIT
SM-GE66P_S037_E1-50,L6_CT,L6_CT,Glutamatergic,#197a6e,1288,5833,EXCIT
SM-GE66P_S038_E1-50,L5_IT_Rspo1_1,L5_IT,Glutamatergic,#3CBC78,441,5674,EXCIT
SM-GE66P_S039_E1-50,L2.3_IT,L2.3_IT,Glutamatergic,#81B389,708,6352,EXCIT
SM-GE66P_S040_E1-50,L5_NP_Slc17a8,L5.6_NP,Glutamatergic,#3c78bc,104,5651,EXCIT
SM-GE66P_S041_E1-50,L6_IT_Sulf_1,L6_IT,Glutamatergic,#40bc3c,199,6714,EXCIT
SM-GE66P_S042_E1-50,L5_IT_S100b_2,L5_IT,Glutamatergic,#00CF1E,407,7204,EXCIT
SM-GE66P_S043_E1-50,L5_IT_S100b_2,L5_IT,Glutamatergic,#00CF1E,407,7204,EXCIT
SM-GE66P_S044_E1-50,L5_PT_3,L5_PT,Glutamatergic,#53A367,95,8029,EXCIT
SM-GE66P_S045_E1-50,L5_PT_3,L5_PT,Glutamatergic,#53A367,95,8029,EXCIT
SM-GE66P_S046_E1-50,L5_IT_S100b_1,L5_IT,Glutamatergic,#5DDB65,135,7486,EXCIT
SM-GE66P_S047_E1-50,L5_IT_Rspo1_1,L5_IT,Glutamatergic,#3CBC78,441,5674,EXCIT
SM-GE66P_S048_E1-50,L5_IT_S100b_2,L5_IT,Glutamatergic,#00CF1E,407,7204,EXCIT
SM-GE66P_S049_E1-50,L5_IT_S100b_2,L5_IT,Glutamatergic,#00CF1E,407,7204,EXCIT
SM-GE66P_S050_E1-50,L2.3_IT,L2.3_IT,Glutamatergic,#81B389,708,6352,EXCIT
SM-GE66P_S051_E1-50,L2.3_IT,L2.3_IT,Glutamatergic,#81B389,708,6352,EXCIT
SM-GE66P_S053_E1-50,L5_IT_S100b_2,L5_IT,Glutamatergic,#00CF1E,407,7204,EXCIT
SM-GE66P_S054_E1-50,L2.3_IT,L2.3_IT,Glutamatergic,#81B389,708,6352,EXCIT
SM-GE66P_S055_E1-50,L6_IT_Sulf_1,L6_IT,Glutamatergic,#40bc3c,199,6714,EXCIT
SM-GE66P_S056_E1-50,L5_IT_S100b_1,L5_IT,Glutamatergic,#5DDB65,135,7486,EXCIT
SM-GE66P_S057_E1-50,L5_PT_3,L5_PT,Glutamatergic,#53A367,95,8029,EXCIT
SM-GE66P_S058_E1-50,L5_NP_Slc17a8,L5.6_NP,Glutamatergic,#3c78bc,104,5651,EXCIT
SM-GE66P_S059_E1-50,L5_IT_Rspo1_1,L5_IT,Glutamatergic,#3CBC78,441,5674,EXCIT
SM-GE66P_S060_E1-50,L5_PT_3,L5_PT,Glutamatergic,#53A367,95,8029,EXCIT
SM-GE66P_S061_E1-50,L2.3_IT,L2.3_IT,Glutamatergic,#81B389,708,6352,EXCIT
SM-GE66P_S062_E1-50,L5_IT_S100b_2,L5_IT,Glutamatergic,#00CF1E,407,7204,EXCIT
SM-GE66P_S063_E1-50,L5_PT_3,L5_PT,Glutamatergic,#53A367,95,8029,EXCIT
SM-GE66P_S064_E1-50,L5_IT_S100b_2,L5_IT,Glutamatergic,#00CF1E,407,7204,EXCIT
SM-GE66P_S065_E1-50,L5_IT_S100b_1,L5_IT,Glutamatergic,#5DDB65,135,7486,EXCIT
SM-GE66P_S066_E1-50,Pvalb_Gpr149,Pvalb,GABAergic,#E62A5D,59,6365,MGE
SM-GE66P_S067_E1-50,Vip_Crispld2,Vip,GABAergic,#992E81,98,4519,CGE
SM-GE66P_S068_E1-50,Vip_Crispld2,Vip,GABAergic,#992E81,98,4519,CGE
SM-GE66P_S069_E1-50,Sst_Etv1_1,Sst,GABAergic,#BF880D,149,5870,MGE
SM-GE66P_S070_E1-50,L5_IT_Rspo1_1,L5_IT,Glutamatergic,#3CBC78,441,5674,EXCIT
SM-GE66P_S071_E1-50,Pvalb_Il1rapl2,Pvalb,GABAergic,#BC2C41,163,5938,MGE
SM-GE66P_S072_E1-50,Sncg,Sncg,GABAergic,#9900B3,63,5842,CGE
SM-GE66P_S073_E1-50,Pvalb_Reln,Pvalb,GABAergic,#BC2C51,181,6381,MGE
SM-GE66P_S074_E1-50,Sst_Crhr2,Sst,GABAergic,#B97541,76,5794,MGE
SM-GE66P_S075_E1-50,L5_IT_Rspo1_1,L5_IT,Glutamatergic,#3CBC78,441,5674,EXCIT
SM-GE66P_S076_E1-50,Pvalb_Sst_Th,Pvalb,GABAergic,#FF2F7E,16,5672,MGE
SM-GE66P_S077_E1-50,Lamp5_Slc35d3,Lamp5,GABAergic,#FFA388,250,5430,CGE
SM-GE66P_S078_E1-50,L2.3_IT,L2.3_IT,Glutamatergic,#81B389,708,6352,EXCIT
SM-GE66P_S079_E1-50,L5_IT_Rspo1_1,L5_IT,Glutamatergic,#3CBC78,441,5674,EXCIT
SM-GE66P_S080_E1-50,L5_IT_Rspo1_1,L5_IT,Glutamatergic,#3CBC78,441,5674,EXCIT
SM-GE66P_S097_E1-50,L2.3_IT,L2.3_IT,Glutamatergic,#81B389,708,6352,EXCIT
SM-GE66P_S098_E1-50,L5_IT_S100b_1,L5_IT,Glutamatergic,#5DDB65,135,7486,EXCIT
SM-GE66P_S099_E1-50,L6_CT,L6_CT,Glutamatergic,#197a6e,1288,5833,EXCIT
SM-GE66P_S100_E1-50,L6_CT,L6_CT,Glutamatergic,#197a6e,1288,5833,EXCIT
SM-GE66P_S101_E1-50,L6_CT,L6_CT,Glutamatergic,#197a6e,1288,5833,EXCIT
SM-GE66P_S102_E1-50,Vip_Cbln4,Vip,GABAergic,#B3128A,65,4716,CGE
SM-GE66P_S103_E1-50,L2.3_IT,L2.3_IT,Glutamatergic,#81B389,708,6352,EXCIT
SM-GE66P_S104_E1-50,L6_CT,L6_CT,Glutamatergic,#197a6e,1288,5833,EXCIT
SM-GE66P_S105_E1-50,L6_CT,L6_CT,Glutamatergic,#197a6e,1288,5833,EXCIT
SM-GE66P_S106_E1-50,L5_IT_Rspo1_1,L5_IT,Glutamatergic,#3CBC78,441,5674,EXCIT
SM-GE66P_S107_E1-50,L2.3_IT,L2.3_IT,Glutamatergic,#81B389,708,6352,EXCIT
SM-GE66P_S108_E1-50,L2.3_IT,L2.3_IT,Glutamatergic,#81B389,708,6352,EXCIT
SM-GE66P_S109_E1-50,L5_IT_Rspo1_1,L5_IT,Glutamatergic,#3CBC78,441,5674,EXCIT
SM-GE66P_S110_E1-50,L6_CT,L6_CT,Glutamatergic,#197a6e,1288,5833,EXCIT
SM-GE66P_S111_E1-50,L6_CT,L6_CT,Glutamatergic,#197a6e,1288,5833,EXCIT
SM-GE66P_S112_E1-50,L5_IT_Rspo1_1,L5_IT,Glutamatergic,#3CBC78,441,5674,EXCIT
SM-GE66P_S121_E1-50,L6_CT,L6_CT,Glutamatergic,#197a6e,1288,5833,EXCIT
SM-GE66P_S122_E1-50,L6_NP_Trh,L5.6_NP,Glutamatergic,#47867A,108,5537,EXCIT
SM-GE66P_S123_E1-50,L5_IT_S100b_2,L5_IT,Glutamatergic,#00CF1E,407,7204,EXCIT
SM-GE66P_S124_E1-50,L2.3_IT,L2.3_IT,Glutamatergic,#81B389,708,6352,EXCIT
SM-GE66P_S125_E1-50,L2.3_IT,L2.3_IT,Glutamatergic,#81B389,708,6352,EXCIT
SM-GE66P_S126_E1-50,L5_IT_S100b_1,L5_IT,Glutamatergic,#5DDB65,135,7486,EXCIT
SM-GE66P_S127_E1-50,Pvalb_Gpr149,Pvalb,GABAergic,#E62A5D,59,6365,MGE
SM-GE66P_S128_E1-50,L5_IT_S100b_2,L5_IT,Glutamatergic,#00CF1E,407,7204,EXCIT
SM-GE66P_S130_E1-50,L5_IT_Rspo1_1,L5_IT,Glutamatergic,#3CBC78,441,5674,EXCIT
SM-GE66P_S131_E1-50,Pvalb_Vipr2,Pvalb,GABAergic,#FF197F,27,5228,MGE
SM-GE66P_S132_E1-50,Vip_Crispld2,Vip,GABAergic,#992E81,98,4519,CGE
SM-GE66P_S133_E1-50,L2.3_IT,L2.3_IT,Glutamatergic,#81B389,708,6352,EXCIT
SM-GE66P_S134_E1-50,Lamp5_Pdlim5,Lamp5,GABAergic,#FF7290,65,5092,CGE
SM-GE66P_S135_E1-50,L5_IT_Rspo1_1,L5_IT,Glutamatergic,#3CBC78,441,5674,EXCIT
SM-GE66P_S137_E1-50,Lamp5_Slc35d3,Lamp5,GABAergic,#FFA388,250,5430,CGE
SM-GE66P_S138_E1-50,Sst_Etv1_2,Sst,GABAergic,#804811,53,5933,MGE
SM-GE66P_S139_E1-50,Sst_Etv1_1,Sst,GABAergic,#BF880D,149,5870,MGE
SM-GE66P_S140_E1-50,Vip_Crispld2,Vip,GABAergic,#992E81,98,4519,CGE
SM-GE66P_S141_E1-50,Sst_Etv1_2,Sst,GABAergic,#804811,53,5933,MGE
SM-GE66P_S142_E1-50,Lamp5_Slc35d3,Lamp5,GABAergic,#FFA388,250,5430,CGE
SM-GE66P_S143_E1-50,Lamp5_Slc35d3,Lamp5,GABAergic,#FFA388,250,5430,CGE
SM-GE66P_S144_E1-50,Lamp5_Slc35d3,Lamp5,GABAergic,#FFA388,250,5430,CGE
SM-GE66P_S145_E1-50,Lamp5_Slc35d3,Lamp5,GABAergic,#FFA388,250,5430,CGE
SM-GE66P_S146_E1-50,Pvalb_Il1rapl2,Pvalb,GABAergic,#BC2C41,163,5938,MGE
SM-GE66P_S148_E1-50,Pvalb_Vipr2,Pvalb,GABAergic,#FF197F,27,5228,MGE
SM-GE66P_S149_E1-50,Sst_Crhr2,Sst,GABAergic,#B97541,76,5794,MGE
SM-GE66P_S150_E1-50,Lamp5_Slc35d3,Lamp5,GABAergic,#FFA388,250,5430,CGE
SM-GE66P_S151_E1-50,L5_IT_Rspo1_1,L5_IT,Glutamatergic,#3CBC78,441,5674,EXCIT
SM-GE66P_S152_E1-50,Sncg,Sncg,GABAergic,#9900B3,63,5842,CGE
SM-GE66P_S153_E1-50,L2.3_IT,L2.3_IT,Glutamatergic,#81B389,708,6352,EXCIT
SM-GE66P_S154_E1-50,L5_IT_Rspo1_1,L5_IT,Glutamatergic,#3CBC78,441,5674,EXCIT
SM-GE66P_S155_E1-50,L2.3_IT,L2.3_IT,Glutamatergic,#81B389,708,6352,EXCIT
SM-GE66P_S156_E1-50,L2.3_IT,L2.3_IT,Glutamatergic,#81B389,708,6352,EXCIT
SM-GE66P_S157_E1-50,L2.3_IT,L2.3_IT,Glutamatergic,#81B389,708,6352,EXCIT
SM-GE66P_S158_E1-50,L6_IT_Sulf_1,L6_IT,Glutamatergic,#40bc3c,199,6714,EXCIT
SM-GE66P_S159_E1-50,L5_IT_S100b_2,L5_IT,Glutamatergic,#00CF1E,407,7204,EXCIT
SM-GE66P_S160_E1-50,L5_IT_S100b_1,L5_IT,Glutamatergic,#5DDB65,135,7486,EXCIT
SM-GE66P_S162_E1-50,L2.3_IT,L2.3_IT,Glutamatergic,#81B389,708,6352,EXCIT
SM-GE66P_S163_E1-50,L5_IT_Rspo1_1,L5_IT,Glutamatergic,#3CBC78,441,5674,EXCIT
SM-GE66P_S164_E1-50,L5_IT_S100b_1,L5_IT,Glutamatergic,#5DDB65,135,7486,EXCIT
SM-GE66P_S165_E1-50,L5_IT_S100b_2,L5_IT,Glutamatergic,#00CF1E,407,7204,EXCIT
SM-GE66P_S166_E1-50,L5_IT_S100b_2,L5_IT,Glutamatergic,#00CF1E,407,7204,EXCIT
SM-GE66P_S167_E1-50,L5_IT_S100b_2,L5_IT,Glutamatergic,#00CF1E,407,7204,EXCIT
SM-GE66P_S168_E1-50,L5_IT_S100b_1,L5_IT,Glutamatergic,#5DDB65,135,7486,EXCIT
SM-GE66P_S169_E1-50,L2.3_IT,L2.3_IT,Glutamatergic,#81B389,708,6352,EXCIT
SM-GE66P_S170_E1-50,L6_IT_Sulf_1,L6_IT,Glutamatergic,#40bc3c,199,6714,EXCIT
SM-GE66P_S171_E1-50,L5_IT_S100b_2,L5_IT,Glutamatergic,#00CF1E,407,7204,EXCIT
SM-GE66P_S172_E1-50,L5_PT_3,L5_PT,Glutamatergic,#53A367,95,8029,EXCIT
SM-GE66P_S174_E1-50,L5_IT_S100b_1,L5_IT,Glutamatergic,#5DDB65,135,7486,EXCIT
SM-GE66P_S175_E1-50,L5_IT_S100b_1,L5_IT,Glutamatergic,#5DDB65,135,7486,EXCIT
SM-GE66P_S177_E1-50,L6_IT_Sulf_1,L6_IT,Glutamatergic,#40bc3c,199,6714,EXCIT
SM-GE66P_S178_E1-50,L6_IT_Sulf_2,L6_IT,Glutamatergic,#3cbc92,219,6129,EXCIT
SM-GE66P_S179_E1-50,L5_IT_Rspo1_2,L5_IT,Glutamatergic,#3CBC45,172,6333,EXCIT
SM-GE66P_S180_E1-50,L5_IT_S100b_2,L5_IT,Glutamatergic,#00CF1E,407,7204,EXCIT
SM-GE66P_S181_E1-50,L5_IT_Rspo1_2,L5_IT,Glutamatergic,#3CBC45,172,6333,EXCIT
SM-GE66P_S182_E1-50,L5_IT_Rspo1_1,L5_IT,Glutamatergic,#3CBC78,441,5674,EXCIT
SM-GE66P_S183_E1-50,L6_IT_Sulf_1,L6_IT,Glutamatergic,#40bc3c,199,6714,EXCIT
SM-GE66P_S184_E1-50,L6_CT,L6_CT,Glutamatergic,#197a6e,1288,5833,EXCIT
SM-GE66P_S185_E1-50,L6_CT,L6_CT,Glutamatergic,#197a6e,1288,5833,EXCIT
SM-GE66P_S186_E1-50,L5_IT_S100b_2,L5_IT,Glutamatergic,#00CF1E,407,7204,EXCIT
SM-GE66P_S187_E1-50,L5_IT_S100b_2,L5_IT,Glutamatergic,#00CF1E,407,7204,EXCIT
SM-GE66P_S188_E1-50,L5_IT_S100b_1,L5_IT,Glutamatergic,#5DDB65,135,7486,EXCIT
SM-GE66P_S189_E1-50,L6_CT,L6_CT,Glutamatergic,#197a6e,1288,5833,EXCIT
SM-GE66P_S190_E1-50,L6_CT,L6_CT,Glutamatergic,#197a6e,1288,5833,EXCIT
SM-GE66P_S191_E1-50,L6_IT_Sulf_2,L6_IT,Glutamatergic,#3cbc92,219,6129,EXCIT
SM-GE66P_S192_E1-50,L6_IT_Sulf_1,L6_IT,Glutamatergic,#40bc3c,199,6714,EXCIT
SM-GE66A_S001_E1-50,Pvalb_Il1rapl2,Pvalb,GABAergic,#BC2C41,163,5938,MGE
SM-GE66A_S002_E1-50,Lamp5_Egln3_2,Lamp5,GABAergic,#E69B73,87,5074,CGE
SM-GE66A_S003_E1-50,Vip_Crispld2,Vip,GABAergic,#992E81,98,4519,CGE
SM-GE66A_S004_E1-50,Lamp5_Slc35d3,Lamp5,GABAergic,#FFA388,250,5430,CGE
SM-GE66A_S005_E1-50,Vip_Crispld2,Vip,GABAergic,#992E81,98,4519,CGE
SM-GE66A_S006_E1-50,Vip_Rspo4,Vip,GABAergic,#FF00FF,101,4724,CGE
SM-GE66A_S007_E1-50,Lamp5_Slc35d3,Lamp5,GABAergic,#FFA388,250,5430,CGE
SM-GE66A_S008_E1-50,Vip_Rspo4,Vip,GABAergic,#FF00FF,101,4724,CGE
SM-GE66A_S009_E1-50,Sncg,Sncg,GABAergic,#9900B3,63,5842,CGE
SM-GE66A_S010_E1-50,Lamp5_Slc35d3,Lamp5,GABAergic,#FFA388,250,5430,CGE
SM-GE66A_S011_E1-50,Lamp5_Slc35d3,Lamp5,GABAergic,#FFA388,250,5430,CGE
SM-GE66A_S012_E1-50,Vip_Crispld2,Vip,GABAergic,#992E81,98,4519,CGE
SM-GE66A_S013_E1-50,Pvalb_Il1rapl2,Pvalb,GABAergic,#BC2C41,163,5938,MGE
SM-GE66A_S014_E1-50,L5_IT_Rspo1_2,L5_IT,Glutamatergic,#3CBC45,172,6333,EXCIT
SM-GE66A_S015_E1-50,L5_IT_Rspo1_1,L5_IT,Glutamatergic,#3CBC78,441,5674,EXCIT
SM-GE66A_S016_E1-50,Vip_Rspo4,Vip,GABAergic,#FF00FF,101,4724,CGE
SM-GE66A_S017_E1-50,Lamp5_Slc35d3,Lamp5,GABAergic,#FFA388,250,5430,CGE
SM-GE66A_S020_E1-50,Vip_Rspo4,Vip,GABAergic,#FF00FF,101,4724,CGE
SM-GE66A_S021_E1-50,Lamp5_Slc35d3,Lamp5,GABAergic,#FFA388,250,5430,CGE
SM-GE66A_S022_E1-50,Lamp5_Slc35d3,Lamp5,GABAergic,#FFA388,250,5430,CGE
SM-GE66A_S023_E1-50,Pvalb_Il1rapl2,Pvalb,GABAergic,#BC2C41,163,5938,MGE
SM-GE66A_S024_E1-50,Vip_Crispld2,Vip,GABAergic,#992E81,98,4519,CGE
SM-GE66A_S033_E1-50,L5_PT_3,L5_PT,Glutamatergic,#53A367,95,8029,EXCIT
SM-GE66A_S034_E1-50,L5_IT_S100b_2,L5_IT,Glutamatergic,#00CF1E,407,7204,EXCIT
SM-GE66A_S035_E1-50,L5_IT_Rspo1_1,L5_IT,Glutamatergic,#3CBC78,441,5674,EXCIT
SM-GE66A_S036_E1-50,L5_PT_3,L5_PT,Glutamatergic,#53A367,95,8029,EXCIT
SM-GE66A_S037_E1-50,L2.3_IT,L2.3_IT,Glutamatergic,#81B389,708,6352,EXCIT
SM-GE66A_S038_E1-50,L5_IT_Rspo1_2,L5_IT,Glutamatergic,#3CBC45,172,6333,EXCIT
SM-GE66A_S039_E1-50,L2.3_IT,L2.3_IT,Glutamatergic,#81B389,708,6352,EXCIT
SM-GE66A_S040_E1-50,L5_IT_S100b_2,L5_IT,Glutamatergic,#00CF1E,407,7204,EXCIT
SM-GE66A_S041_E1-50,L5_IT_S100b_2,L5_IT,Glutamatergic,#00CF1E,407,7204,EXCIT
SM-GE66A_S042_E1-50,L5_IT_Rspo1_1,L5_IT,Glutamatergic,#3CBC78,441,5674,EXCIT
SM-GE66A_S043_E1-50,L5_IT_S100b_1,L5_IT,Glutamatergic,#5DDB65,135,7486,EXCIT
SM-GE66A_S044_E1-50,L2.3_IT,L2.3_IT,Glutamatergic,#81B389,708,6352,EXCIT
SM-GE66A_S045_E1-50,L2.3_IT,L2.3_IT,Glutamatergic,#81B389,708,6352,EXCIT
SM-GE66A_S046_E1-50,L6_IT_Sulf_1,L6_IT,Glutamatergic,#40bc3c,199,6714,EXCIT
SM-GE66A_S047_E1-50,L6_IT_Sulf_1,L6_IT,Glutamatergic,#40bc3c,199,6714,EXCIT
SM-GE66A_S048_E1-50,L5_NP_Slc17a8,L5.6_NP,Glutamatergic,#3c78bc,104,5651,EXCIT
SM-GE66A_S049_E1-50,L2.3_IT,L2.3_IT,Glutamatergic,#81B389,708,6352,EXCIT
SM-GE66A_S050_E1-50,L2.3_IT,L2.3_IT,Glutamatergic,#81B389,708,6352,EXCIT
SM-GE66A_S051_E1-50,L5_NP_Slc17a8,L5.6_NP,Glutamatergic,#3c78bc,104,5651,EXCIT
SM-GE66A_S052_E1-50,L5_IT_Rspo1_2,L5_IT,Glutamatergic,#3CBC45,172,6333,EXCIT
SM-GE66A_S053_E1-50,L2.3_IT,L2.3_IT,Glutamatergic,#81B389,708,6352,EXCIT
SM-GE66A_S054_E1-50,L2.3_IT,L2.3_IT,Glutamatergic,#81B389,708,6352,EXCIT
SM-GE66A_S055_E1-50,L5_PT_3,L5_PT,Glutamatergic,#53A367,95,8029,EXCIT
SM-GE66A_S056_E1-50,L2.3_IT,L2.3_IT,Glutamatergic,#81B389,708,6352,EXCIT
SM-GE66A_S057_E1-50,L2.3_IT,L2.3_IT,Glutamatergic,#81B389,708,6352,EXCIT
SM-GE66A_S058_E1-50,Pvalb_Reln,Pvalb,GABAergic,#BC2C51,181,6381,MGE
SM-GE66A_S059_E1-50,L5_PT_3,L5_PT,Glutamatergic,#53A367,95,8029,EXCIT
SM-GE66A_S060_E1-50,L5_IT_S100b_2,L5_IT,Glutamatergic,#00CF1E,407,7204,EXCIT
SM-GE66A_S061_E1-50,L5_NP_Slc17a8,L5.6_NP,Glutamatergic,#3c78bc,104,5651,EXCIT
SM-GE66A_S062_E1-50,L5_PT_3,L5_PT,Glutamatergic,#53A367,95,8029,EXCIT
SM-GE66A_S063_E1-50,L6_IT_Sulf_1,L6_IT,Glutamatergic,#40bc3c,199,6714,EXCIT
SM-GE66A_S064_E1-50,L2.3_IT,L2.3_IT,Glutamatergic,#81B389,708,6352,EXCIT
SM-GE66A_S065_E1-50,L5_IT_Rspo1_1,L5_IT,Glutamatergic,#3CBC78,441,5674,EXCIT
SM-GE66A_S066_E1-50,L5_IT_S100b_2,L5_IT,Glutamatergic,#00CF1E,407,7204,EXCIT
SM-GE66A_S067_E1-50,L6_CT,L6_CT,Glutamatergic,#197a6e,1288,5833,EXCIT
SM-GE66A_S068_E1-50,L5_IT_Rspo1_2,L5_IT,Glutamatergic,#3CBC45,172,6333,EXCIT
SM-GE66A_S069_E1-50,L5_IT_Rspo1_1,L5_IT,Glutamatergic,#3CBC78,441,5674,EXCIT
SM-GE66A_S070_E1-50,L5_IT_Rspo1_2,L5_IT,Glutamatergic,#3CBC45,172,6333,EXCIT
